Fechayhora;"Departamento";"Localidad";"Jurisdiccion ";"TipodeSiniestro";"Vehiculo";"Rol";Edad;"Sexo";FallecidoalosDias;"Otrovehiculo";"LugardelSiniestro";"X";"Y"
2019-10-13 21:11:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";33;"M";0;"CAMIONETA";"RAMBLA FRANKLIN ROOSEVELT ESQ. FLORIDA";"573096.3107";"6137668.6746"
2019-10-13 19:30:00;"TREINTA Y TRES";"TREINTA Y TRES";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";85;"F";2;"CAMIONETA";"ANDRES SPIKERMAN ESQ. MANUEL MELENDEZ";"743178.3072";"6320112.3997"
2019-10-15 08:39:00;"SAN JOSE";"PUNTAS DE VALDEZ";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";56;"M";0;"AUTO";"RUTA 1 KM 61;000";"527317.81";"6172104.1"
2019-10-15 16:30:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";92;"F";1;"CAMIONETA";"VERACIERTO ESQ. CAMPOAMOR";"580479.0804";"6141240.076"
2019-10-17 05:00:00;"RIVERA";"RIVERA";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";35;"M";0;"AUTO";"AVENIDA ITALIA ESQ. OSCAR RIERA (SOBRE PUENTE)";"638309.32995378";"6579366.49906577"
2019-10-20 08:30:00;"MALDONADO";"MALDONADO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";32;"M";9;"AUTO";"AVENIDA WILSON FERREIRA ALDUNATE ESQ AVENIDA DOCTOR LUIS ALBERTO DE HERRERA";"685579.8048";"6137872.5284"
2019-10-21 15:20:00;"FLORIDA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";57;"M";0;"CAMIONETA";"RUTA 5 KM 168;500";"553488.4";"6293216.35"
2019-10-21 15:20:00;"FLORIDA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"CONDUCTOR";59;"M";1;"CAMIONETA";"RUTA 5 KM 168;500";"553488.4";"6293216.35"
2019-10-21 17:35:00;"DURAZNO";"SARANDI DEL YI";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";79;"M";0;"MOTO";"RUTA 6 KM 202;000";"627889.02";"6310650.52"
2019-10-22 08:00:00;"RIVERA";"RIVERA";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";78;"F";0;;"RUTA 5 KM 475;500";"631926.14";"6557876.86"
2019-10-22 16:45:00;"TACUAREMBO";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";61;"M";0;"CAMIONETA";"RUTA 5 KM 382;000";"595908.42";"6484243.32"
2019-10-24 19:24:00;"RIVERA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";93;"M";0;"AUTO";"RUTA 29 KM 16;000";"639146.7";"6509504.17"
2019-10-26 06:50:00;"CANELONES";"LAS PIEDRAS";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";52;"M";0;;"RUTA 32 KM 22;500";"575955.33";"6157971.95"
2019-10-26 20:05:00;"MALDONADO";"LAS FLORES";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";64;"M";5;"AUTO";"RUTA 10 ESQ. RUTA 71";"652887.5919";"6146316.1984"
2019-10-30 10:50:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";54;"M";0;"OMNIBUS";"JUNCAL ESQ. PIEDRAS";"572878.356";"6137447.1897"
2019-11-04 15:10:00;"FLORES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";49;"M";0;"CAMION";"RUTA 14 KM 147;000";"517945.97";"6295485.19"
2019-11-04 15:30:00;"RIVERA";"RIVERA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";20;"F";0;"CAMION";"DOCTOR LUIS ALBERTO DE HERRERA ESQ. DOCE DE OCTUBRE";"639608.0323";"6579029.1682"
2019-11-05 17:30:00;"RIVERA";"RIVERA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";51;"M";0;"OMNIBUS";"FLORENCIO SANCHEZ ESQ. JUANA A. DE ORIOL";"638517.0622";"6580864.7969"
2019-11-05 18:03:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";24;"M";0;"CAMION";"RUTA 102 KM 38;900";"575422.08";"6149541.16"
2019-11-05 16:50:00;"CANELONES";"SANTA LUCIA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";71;"M";10;"AUTO";"MAGARIÑOS CERVANTES ESQ. DIECIOCHO DE JULIO";"555977.4138";"6187604.1921"
2019-11-07 20:15:00;"TREINTA Y TRES";"TREINTA Y TRES";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";22;"M";9;"MOTO";"AVENIDA GENERAL JOSE GERVASIO ARTIGAS ESQ. DE TROPAS";"743033.8949";"6319136.4967"
2019-11-11 00:45:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";60;"M";0;;"AVENIDA AGRACIADA ESQ. LOZANO";"572153.1501";"6141795.5333"
2019-11-11 17:50:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";23;"M";6;"CAMIONETA";"VERACIERTO ESQ. CAMPOAMOR";"580479.0804";"6141240.076"
2019-11-12 18:50:00;"SAN JOSE";"N/C";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";23;"M";0;;"RUTA 1 KM 89;000";"505478.64";"6189427.57"
2019-11-14 13:15:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";24;"F";1;"AUTO";"CAMINO CARRASCO ESQ. MARTIN USABIAGA SALA";"583516.159";"6140888.5655"
2019-11-14 18:30:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";46;"M";0;"OMNIBUS";"RUTA CESAR MAYO GUTIERREZ ESQ. CAMINO CARLOS LOPEZ";"570946.9732";"6149535.4511"
2019-11-16 15:20:00;"DURAZNO";"SARANDI DEL YI";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";19;"M";0;"ZORRA";"AVENIDA PETRINI .ESQ VIDAL DE PEREIRA";"627949.0188";"6310218.7965"
2019-11-16 15:20:00;"DURAZNO";"SARANDI DEL YI";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";24;"M";0;"ZORRA";"AVENIDA PETRINI .ESQ VIDAL DE PEREIRA";"627949.0188";"6310218.7965"
2019-11-18 17:40:00;"SAN JOSE";"CIUDAD DEL PLATA";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"MOTO";"CONDUCTOR";38;"M";0;;"SAN FERNANDO CHICO ESQ. DOCE DE OCTUBRE";"558094.574";"6151915.1023"
2019-11-19 19:10:00;"SAN JOSE";"SAN JOSE DE MAYO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";82;"F";12;"BICICLETA";"CONTINUACION TREI ESQ. J. ELLAURI";"526510.0714";"6199322.634"
2019-11-20 07:40:00;"MALDONADO";"PUNTA DEL ESTE";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";27;"M";2;"CAMIONETA";"AVENIDA FRANKLIN DELANO ROOSEVELT ESQ. ANTONIO JOSE MENDEZ";"686902.5313";"6133787.8858"
2019-11-21 00:00:00;"SALTO";"SALTO";"DEPARTAMENTAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";56;"M";0;;"GRITO DE ASENCIO ESQ. SEIS DE ABRIL";"408356.8434";"6527991.0462"
2019-11-21 06:10:00;"FLORIDA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";21;"M";1;"CAMION";"RUTA 56 KM 13;000";"585718.52";"6229429.95"
2019-11-21 16:45:00;"CERRO LARGO";"MELO";"DEPARTAMENTAL";"CAÍDA";"MOTO";"CONDUCTOR";72;"M";15;;"LAS TROPAS padrón E- esq. TIBURCIO GALVAN";"767521.93474759";"6416190.4867679"
2019-11-21 19:00:00;"FLORIDA";"N/C";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";57;"M";1;;"RUTA 56 KM 35;200";"606426.38";"6235718.65"
2019-11-22 20:38:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";15;"F";0;"AUTO";"RUTA 5 KM 49;300";"565924.35";"6182841.89"
2019-11-23 20:50:00;"SAN JOSE";"LIBERTAD";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";43;"F";0;"CAMIONETA";"RUTA 1 KM 54;300";"532940.92";"6168638.87"
2019-11-24 00:40:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";73;"M";1;"MOTO";"MINNESOTA ESQ. RODRIGUEZ CASTELAO";"579624.6998";"6139432.6224"
2019-11-24 08:55:00;"CANELONES";"N/C";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";38;"M";0;"AUTO";"RUTA 8 KM 45;000";"608269.65";"6160813.11"
2019-11-25 16:30:00;"ROCHA";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"PASAJERO";78;"F";0;;"RUTA 9 KM 194;500";"736533.12";"6158922.72"
2019-11-26 19:50:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";81;"F";1;"MOTO";"CAMINO MALDONADO ESQ. AVENIDA DOCTOR JIMENEZ DE ARECHAGA";"580018.9782";"6144057.4448"
2019-11-26 22:19:00;"CANELONES";"VILLA CASTELLANA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";28;"F";1;"AUTO";"RUTA 8 KM 28;000";"593000.9";"6155211.41"
2019-11-27 13:00:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";28;"M";0;"CAMION";"CANELONES ESQ.DOCTOR BARRIOS AMORIN";"574514.645";"6136829.0996"
2019-11-27 19:00:00;"SALTO";"SALTO";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";83;"F";0;;"RUTA 31 KM 25;000";"435184.14";"6525797.44"
2019-11-27 16:15:00;"RIVERA";"RIVERA";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";82;"M";5;"MOTO";"WILSON FERREIRA ALDUNATE ESQ. AVENIDA CUARO";"638560.5016";"6582267.1622"
2019-11-28 05:40:00;"PAYSANDU";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"PASAJERO";25;"F";0;;"RUTA 26 KM 166;000";"535157.65";"6470158.11"
2019-11-28 05:40:00;"PAYSANDU";"N/C";"NACIONAL";"DESPISTE";"CAMIONETA";"PASAJERO";0;"M";8;;"RUTA 26 KM 166;000";"535157.65";"6470158.11"
2019-11-28 06:35:00;"FLORIDA";"SARANDI GRANDE";"DEPARTAMENTAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";31;"M";0;;"Calle Interna de Parque Tomas Berreta";"561989.61847463";"6267123.93863481"
2019-11-29 14:15:00;"MALDONADO";"PAN DE AZÚCAR";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";48;"M";0;"AUTO";"RUTA 9 ESQ. FELIX DE LIZARZA";"662097.14536281";"6149931.67835383"
2019-11-30 10:55:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";36;"F";1;;"RUTA 1 KM 113;500";"485011.2280412";"6199258.17790329"
2019-11-30 10:55:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";7;"F";0;;"RUTA 1 KM 113;500";"485011.2280412";"6199258.17790329"
2019-11-30 10:55:00;"COLONIA";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";10;"M";0;;"RUTA 1 KM 113;500";"485011.2280412";"6199258.17790329"
2019-11-30 16:00:00;"MALDONADO";"PUNTA BALLENA";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";59;"F";0;;"RUTA 10 KM 117;000";"677488.86389967";"6138850.0578291"
2019-12-01 05:50:00;"ROCHA";"CASTILLOS";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";48;"M";0;;"CONTINUACION JUAN ANTONIO LAVALLEJA ESQ. ROCHA";"789345.5036";"6211560.726"
2019-12-02 05:42:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"CONDUCTOR";59;"F";0;"AUTO";"RUTA 5 KM 16;900";"566775.27";"6151862.19"
2019-12-02 12:50:00;"SAN JOSE";"N/C";"NACIONAL";"DESPISTE";"AUTO";"PASAJERO";81;"M";0;;"RUTA 3 KM 130;000";"526778.61";"6236200.93"
2019-12-03 18:58:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";32;"M";0;"CAMION";"JOSE MARMOL ESQ. MANUEL HERRERA Y OBES";"570556.378";"6142567.8019"
2019-12-06 10:30:00;"MALDONADO";"HIPODROMO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";80;"M";0;"CAMIONETA";"RUTA 39 ESQ GUARANIES";"687639.83331672";"6140121.0145723"
2019-12-08 01:00:00;"CANELONES";"LAS TOSCAS";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";43;"M";0;"AUTO";"CENTRAL LAS ACACIAS esq. CALLE 9";"614944.1031";"6152319.0139"
2019-12-08 14:30:00;"PAYSANDU";"ESPERANZA";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";57;"M";9;;"RUTA 90 KM 15;000";"410346.16";"6420140.2"
2019-12-08 15:10:00;"FLORIDA";"N/C";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";23;"M";21;;"RUTA 76 CAMINO PASO SEVERINO";"563404.08380356";"6208543.21939004"
2019-12-10 15:12:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN CON OBSTÁCULO EN CALZADA";"PEATÓN";"PEATÓN";53;"F";0;"OMNIBUS";"ALMERIA ESQ. HIPOLITO YRIGOYEN";"581513.441";"6138288.4932"
2019-12-12 11:20:00;"CANELONES";"FORTIN DE SANTA ROSA";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";53;"F";1;"CAMIONETA";"RUTA INTERBALNEARIA KM 42;100";"609789";"6152077.99"
2019-12-13 16:50:00;"CERRO LARGO";"RIO BRANCO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";83;"M";29;"MOTO";"JOAQUIN DE ESQ. TROPAS";"840571.02563744";"6387384.18332196"
2019-12-14 05:30:00;"SALTO";"SALTO";"DEPARTAMENTAL";"DESPISTE";"CAMIONETA";"CONDUCTOR";21;"M";0;;"AVENIDA ARMANDO I BARBIERI ESQ. DOCTOR E. SOCA";"408435.3321";"6527620.8742"
2019-12-14 14:00:00;"SAN JOSE";"LIBERTAD";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";43;"M";0;"CAMIONETA";"RUTA 1 KM 53;000";"533649.34";"6167472.91"
2019-12-14 19:10:00;"TREINTA Y TRES";"TREINTA Y TRES";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";41;"M";11;;"DEL SARANDI ESQ. RUTA 17";"745088.8678";"6321807.5652"
2019-12-15 14:30:00;"LAVALLEJA";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";33;"F";16;"AUTO";"RUTA 8 KM 101;000";"646619.36";"6189119.52"
2019-12-17 02:30:00;"DURAZNO";"N/C";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";48;"M";0;;"RUTA 5 KM 210;000";"550520.74";"6330508.96"
2019-12-18 18:29:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";17;"F";0;"CAMION";"BOULEVARD JOSE BATLLE Y ORDOÑEZ ESQ. COVADONGA";"573206.0526";"6144427.6168"
2019-12-18 18:29:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"PASAJERO";17;"F";0;"CAMION";"BOULEVARD JOSE BATLLE Y ORDOÑEZ ESQ. COVADONGA";"573206.0526";"6144427.6168"
2019-12-18 19:02:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";42;"M";0;"AUTO";"CAMINO TOMKINSON ESQ. CAMINO SALABERRY";"563296.6067";"6142042.3279"
2019-12-19 07:51:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"DESPISTE";"MOTO";"CONDUCTOR";21;"M";0;;"RUTA 5 KM 13;500";"567245.2";"6148959.58"
2019-12-19 07:50:00;"FLORES";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"CONDUCTOR";40;"M";0;"CAMION";"RUTA 14 KM 160;000";"530061.78";"6299714.28"
2019-12-19 20:45:00;"TACUAREMBO";"TACUAREMBO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";60;"F";0;"MOTO";"GENERAL DIEGO LAMAS ESQ. NEGRO MIRLO";"594407.232";"6491295.3851"
2019-12-20 10:25:00;"MONTEVIDEO";"MONTEVIDEO";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";30;"M";0;"AUTO";"RUTA 1 KM 9;000";"566663.96";"6143092.11"
2019-12-21 06:58:00;"SAN JOSE";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";32;"F";1;"AUTO";"RUTA 3 KM 118;500";"528526.48";"6225387.17"
2019-12-22 15:30:00;"TACUAREMBO";"PASO BONILLA";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";30;"M";0;;"RUTA 5 KM 378;000";"596928.32";"6480507.34"
2019-12-22 18:50:00;"SAN JOSE";"N/C";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";33;"M";0;;"CAMINO EL CARRETON";"509798.56668225";"6192106.74121291"
2019-12-23 15:55:00;"RIVERA";"RIVERA";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";26;"M";1;;"M. BARREIRO ESQ. GABRIEL PEREIRA";"635945.53772619";"6577866.83773311"
2019-12-23 23:10:00;"MALDONADO";"MALDONADO";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";24;"M";1;;"SIMON DEL PINO ESQ. VENTURA ALEGRE";"687728.33661873";"6135403.74888777"
2019-12-23 23:10:00;"MALDONADO";"MALDONADO";"DEPARTAMENTAL";"DESPISTE";"MOTO";"PASAJERO";33;"M";1;;"SIMON DEL PINO ESQ. VENTURA ALEGRE";"687728.33661873";"6135403.74888777"
2019-12-24 07:35:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"DESPISTE";"MOTO";"CONDUCTOR";39;"M";0;;"CAMINO O HIGGINS CAMINO GARCES";"560926.622";"6144366.1608"
2019-12-24 09:05:00;"FLORIDA";"N/C";"NACIONAL";"DESPISTE";"CAMION";"CONDUCTOR";43;"M";0;;"RUTA 42 KM 31;000";"578559.83";"6285978.74"
2019-12-24 10:00:00;"PAYSANDU";"PAYSANDU";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";18;"M";0;"AUTO";"COSTA RICA ESQ. REPUBLICA DE VENEZUELA";"399095.624";"6427984.7267"
2019-12-25 03:20:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";42;"M";0;"AUTO";"RUTA 39";"687329.60873794";"6138793.33275027"
2019-12-25 03:20:00;"MALDONADO";"N/C";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";26;"F";0;"AUTO";"RUTA 39";"687329.60873794";"6138793.33275027"
2019-12-25 07:49:00;"COLONIA";"CARMELO";"NACIONAL";"DESPISTE";"AUTO";"CONDUCTOR";56;"F";0;;"GENERAL FRUCTUOSO RIVERA ESQ. RUTA 21";"381163.5056";"6239173.0203"
2019-12-26 08:25:00;"ROCHA";"N/C";"DEPARTAMENTAL";"DESPISTE";"CAMION";"CONDUCTOR";46;"M";1;;"CAMINO DE LAS SIERRAS KM 3;000";"815164.83244029";"6267604.67827062"
2019-12-26 18:10:00;"CANELONES";"CIUDAD DE LA COSTA";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"BICICLETA";"CONDUCTOR";22;"M";0;"CAMIONETA";"RAMBLA ARMENIA ESQ. AVENIDA DEL PARQUE";"589160.43217294";"6140480.07909709"
2019-12-26 21:59:00;"CANELONES";"SANTA ANA";"NACIONAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";20;"F";0;"AUTO";"RUTA INTERBALNEARIA KM 74;500";"640594.99";"6150483.82"
2019-12-26 03:20:00;"CERRO LARGO";"MELO";"DEPARTAMENTAL";"CAÍDA";"MOTO";"PASAJERO";32;"F";1;;"DOCTOR LUIS ALBERTO DE HERRERA ESQ. GENERAL APARICIO SARAVIA";"766409.542";"6415070.313"
2019-12-28 05:40:00;"CANELONES";"TALA";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";24;"M";0;"AUTO";"RUTA 7 KM 80;000";"615184.49";"6199997.64"
2019-12-28 10:35:00;"MONTEVIDEO";"MONTEVIDEO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";33;"F";0;"OMNIBUS";"AVENIDA BRASIL ESQ. LIBERTAD";"577222.0459";"6136747.8054"
2019-12-28 16:25:00;"TACUAREMBO";"TACUAREMBO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";15;"M";0;"AUTO";"WILSON FERREIRA ALDUNATE ESQ. DOCTOR ELIAS ABDO";"595857.491";"6490843.54"
2020-12-29 18:59:00;"ROCHA";"PUNTA DEL DIABLO";"DEPARTAMENTAL";"ATROPELLO DE PEATÓN";"PEATÓN";"PEATÓN";9;"M";0;"CAMION";"CALLE ACCESO A PLAZA DE COMIDAS";"819528.67105273";"6227244.00679161"
2020-12-29 20:24:00;"PAYSANDU";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";23;"F";0;"CAMIONETA";"RUTA 24 KM 88;000";"405112.07";"6404241.81"
2020-12-29 20:24:00;"PAYSANDU";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"PASAJERO";5;"M";0;"CAMIONETA";"RUTA 24 KM 88;000";"405112.07";"6404241.81"
2020-12-29 20:24:00;"PAYSANDU";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"AUTO";"CONDUCTOR";23;"M";0;"CAMIONETA";"RUTA 24 KM 88;000";"405112.07";"6404241.81"
2020-12-29 20:24:00;"PAYSANDU";"N/C";"NACIONAL";"COLISIÓN ENTRE VEHÍCULOS";"CAMIONETA";"PASAJERO";60;"F";27;"AUTO";"RUTA 24 KM 88;000";"405112.07";"6404241.81"
2020-12-31 21:15:00;"MALDONADO";"MALDONADO";"DEPARTAMENTAL";"COLISIÓN ENTRE VEHÍCULOS";"MOTO";"CONDUCTOR";21;"M";0;"CAMION";"RAFAEL PEREZ DEL PUERTO ESQ. SAN CARLOS";"686883.0254";"6135023.6338"
