Fecha y hora;Departamento;Jurisdicci®n ;Tipo de siniestro;VehÐculo;Rol;Edad;Sexo;Fallecido a los (DÐas);Otro vehÐculo;Lugar del Siniestro
01/01/2013 23:15;CANELONES;NACIONAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;34;F;0;;RUTA 101 km 24
01/01/2013 23:35;SALTO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;52;F;0;MOTO;MAGALLANES pr«x. Barrio Chinchurreta
03/01/2013 23:35;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;34;M;8;CAMION;RUTA 3 km. 358 
04/01/2013 07:10;COLONIA;NACIONAL;DESPISTE;AUTO;CONDUCTOR;49;F;1;;RUTA 21 esq. Dr Irastorza
04/01/2013 11:00;CANELONES;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;91;M;0;;CESAR MAYO GUTIERREZ senda CAMINO PELUFFO
05/01/2013 00:20;RIVERA;DEPARTAMENTAL;DESPISTE;CAMIONETA;CONDUCTOR;56;M;0;;CAMINO VECINAL PASO DEL CERRO
06/01/2013 14:10;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;63;M;1;MOTO;AVENIDA LEZICA esq. GUANAHANY
06/01/2013 15:30;RIVERA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;45;M;0;MOTO;RUTA 27 km 113
06/01/2013 18:21;FLORIDA;NACIONAL;DESPISTE;AUTO;PASAJERO;34;F;1;;RUTA 7 km. 145
06/01/2013 20:50;MALDONADO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;20;M;1;;CONT. AGUSTONI ROSSI
08/01/2013 19:26;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;25;M;0;AUTO;AVENIDA JOSE BELLONI esq. MONTE CARLO
08/01/2013 20:10;MALDONADO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;19;M;0;;CERRO EGUZQUIZA, LA BARRA
09/01/2013 05:45;ROCHA;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;50;M;0;;RUTA 14 km. 490
09/01/2013 15:05;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;44;M;0;AUTO;CAMINO ARIEL esq. BELL
09/01/2013 22:30;CERRO LARGO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;1;CAMIONETA;JOSE ENRIQUE RODO esq. TREINTA Y TRES
09/01/2013 22:55;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;40;M;0;AUTO;AVENIDA DON PEDRO DE MENDOZA esq. CAMINO CARLOS LINNEO
10/01/2013 02:10;CANELONES;NACIONAL;DESPISTE;AUTO;CONDUCTOR;54;M;4;;RUTA 5 km 52
10/01/2013 21:10;PAYSANDU;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;1;MOTO;DOCTOR FLORENTINO FELIPPONE esq. ANDRESITO
11/01/2013 14:00;MALDONADO;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;22;M;1;;RUTA 9 km. 157,5
13/01/2013 22:30;ROCHA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;58;M;0;AUTO;RUTA 9 km. 263,800
14/01/2013 01:10;SALTO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;29;F;0;CAMION;CAMINO DEPARTAMENTAL a RIVERA Y RUTA 31 KM 13
14/01/2013 02:50;CANELONES;NACIONAL;DESPISTE;AUTO;CONDUCTOR;28;M;0;;RUTA 11 km. 165
15/01/2013 16:40;MALDONADO;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;19;F;0;CAMIONETA;RUTA 93 km. 110
16/01/2013 14:30;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;1;AUTO;COLORADO esq. QUIJOTE
17/01/2013 08:00;CERRO LARGO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;22;M;0;MOTO;BOLIVIA casi Batalla de las Piedras Barrio Berbat Rivero
18/01/2013 14:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;36;M;1;CAMION;RUTA 75 esq. PELUFFO
18/01/2013 17:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;61;M;1;CAMIONETA;AVENIDA JOSE PEDRO VARELA esq. CAMINO CORRALES
19/01/2013 23:20;FLORIDA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;16;F;1;CAMIONETA;AVENIDA ARTIGAS esq. A. SIERRA
20/01/2013 02:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;45;M;0;AUTO;RUTA INTERBALNEARIA km. 66
20/01/2013 19:40;RIVERA;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;82;M;0;MOTO;AV. LIBANO  esq. TABAR
21/01/2013 17:20;TACUAREMBO;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;14;M;0;CAMIONETA;RUTA 26 km. 348 
21/01/2013 18:40;DURAZNO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;58;M;0;CAMION;RUTA 5 km. 185,300
22/01/2013 04:18;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;10;AUTO;AVENIDA JUAN ANTONIO LAVALLEJA esq. ROMAN GUERRA
23/01/2013 22:28;TACUAREMBO;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;46;M;0;CAMIONETA;RUTA 5 km. 377,9
24/01/2013 10:26;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;1;CAMION;JOSE LLUPES esq. VITORIA
28/01/2013 03:40;COLONIA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;17;M;1;;25 DE AGOSTO esq. LOACES
28/01/2013 07:00;FLORIDA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;55;M;0;CAMION;RUTA 5 km. 99
30/01/2013 20:00;ROCHA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;65;M;0;OMNIBUS;RUTA 15 km. 175
30/01/2013 21:15;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;M;0;MOTO;AMERICO VESPUCIO esq. AGRACIADA
30/01/2013 22:45;MONTEVIDEO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;34;M;0;;AVENIDA GENERAL RIVERA esq. AVENIDA BOLIVIA
31/01/2013 11:55;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;M;14;CAMION;RUTA INTERBALNEARIA esq. CALLE A
31/01/2013 16:10;PAYSANDU;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;14;M;1;CAMIONETA;GRITO DE ASENCIO esq. WASHINGTON
31/01/2013 19:30;SAN JOSE;NACIONAL;COLISION CON OBSTACULO;AUTO;CONDUCTOR;40;M;1;;RUTA 1 km. 32,500
02/02/2013 05:30;TACUAREMBO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;0;CAMION;DIECIOCHO DE JULIO esq. PAYSANDU
02/02/2013 17:50;SAN JOSE;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;48;M;0;CAMIONETA;RUTA 11 km. 52,500
04/02/2013 01:30;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;1;M;2;CAMIONETA;RUTA 5 esq. CAMINO ALTUNA
04/02/2013 07:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;23;M;0;OMNIBUS;AVENIDA DON PEDRO DE MENDOZA esq. CAMINO LOS VIóEDOS
04/02/2013 07:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;49;F;0;OMNIBUS;AVENIDA DON PEDRO DE MENDOZA esq. CAMINO LOS VIóEDOS
04/02/2013 09:20;RIVERA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;21;F;1;AUTO;DOCTOR ANOLLES esq. GENERAL JUAN ANTONIO LAVALLEJA
05/02/2013 00:10;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;M;0;CAMIONETA;CAMINO MALDONADO esq. AVENIDA DOCTOR JIMENEZ DE ARECHAGA
05/02/2013 00:40;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;24;F;0;AUTO;RUTA INTERBALNEARIA km. 52
06/02/2013 00:10;PAYSANDU;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;29;F;1;MOTO;VENEZUELA esq. DOCTOR ROLDAN
06/02/2013 20:00;ROCHA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;N;M;0;AUTO;RUTA 15 km. 193
07/02/2013 12:20;CERRO LARGO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;82;F;0;OMNIBUS;DOROTEO NAVARRETE esq. DOCTOR LUIS ALBERTO DE HERRERA
07/02/2013 14:00;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;59;M;0;CAMION;RUTA 5 esq. RUTA 102
07/02/2013 19:08;TACUAREMBO;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;59;M;0;CAMION;RUTA 26 esq. APOLO XI
08/02/2013 06:00;CANELONES;NACIONAL;CAIDA;MOTO;PASAJERO;23;F;1;;RUTA 7 km. 45
08/02/2013 23:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;AUTO;BULEVAR BATLLE Y ORDOóEZ esq. TERMOPILAS
10/02/2013 06:30;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;PASAJERO;24;F;0;;AVENIDA LUIS BATLLE BERRES esq. CAMINO PASO DE LA ARENA
10/02/2013 16:00;FLORIDA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;49;M;1;;RUTA 14 a aprox. 6 Kms 800 mts. de intersecci«n con RUTA 6
11/02/2013 07:30;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;22;M;0;CAMIONETA;AVENIDA APARICIO SARAVIA esq. SAN PABLO
11/02/2013 07:30;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;26;M;0;AUTO;AVENIDA APARICIO SARAVIA esq. SAN PABLO
11/02/2013 07:30;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;27;M;0;CAMIONETA;AVENIDA APARICIO SARAVIA esq. SAN PABLO
11/02/2013 08:50;CANELONES;NACIONAL;CAIDA;BICICLETA;CONDUCTOR;72;M;0;;RUTA 107 km. 3,500
11/02/2013 16:05;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;17;M;1;OMNIBUS;JOSE BATLLE Y ORDOóEZ esq. PEDRO ROSA GIFFUNI
11/02/2013 17:15;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;22;M;0;AUTO;AVENIDA LUIS BATLLE BERRES esq. TURUBI
13/02/2013 03:40;CERRO LARGO;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;39;M;1;;AVENIDA CENTENARIO esq. PEREZ VILA
14/02/2013 14:15;FLORIDA;NACIONAL;COLISION CON OBSTACULO;AUTO;CONDUCTOR;83;M;0;;RUTA 5 km. 158
14/02/2013 14:15;FLORIDA;NACIONAL;COLISION CON OBSTACULO;AUTO;PASAJERO;78;F;0;;RUTA 5 km. 158
16/02/2013 03:00;SALTO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;27;M;0;CAMIONETA;BRASIL esq. OSIMANI Y LERENA
16/02/2013 06:35;COLONIA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;18;M;1;;GENERAL JOSE DE SAN MARTIN esq. URUGUAY
16/02/2013 09:55;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;N;M;1;MOTO;CAMINO AMERICA esq. RINCON
16/02/2013 21:50;SALTO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;43;M;1;MOTO;CAMINO DEPARTAMENTAL A RIVERA frente a SAN PEDRO 
17/02/2013 05:10;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;16;M;0;AUTO;RUTA 12 km. 79
18/02/2013 04:45;COLONIA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;24;M;1;;JOSE ENRIQUE RODO esq. AVENIDA DE LOS ARGENTINOS
18/02/2013 21:40;MALDONADO;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;N;M;1;CAMION;RUTA 13 km. 185
19/02/2013 02:45;PAYSANDU;NACIONAL;DESPISTE;AUTO;PASAJERO;22;M;1;;RUTA 26 km. 171
20/02/2013 18:00;ROCHA;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;68;M;0;;RUTA 15 km. 96
21/02/2013 18:00;MALDONADO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;79;M;0;AUTO;RUTA 39 km. 12
24/02/2013 03:03;CANELONES;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;28;M;1;;GENERAL ARTIGAS esq. FRANCISCA ASNAR DE ARTIGAS
24/02/2013 08:00;SALTO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;50;M;0;CAMIONETA;AVENIDA LUIS BATLLE BERRES esq. AVENIDA GARIBALDI
24/02/2013 19:00;SALTO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;CAMION;AVENIDA PARAGUAY esq. AVENIDA E. GAUTRON
25/02/2013 18:40;PAYSANDU;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;13;M;1;CAMION;AVENIDA SORIANO esq. PROYECTADA NOVENTA Y SIETE
27/02/2013 09:40;RIO NEGRO;NACIONAL;CAIDA;MOTO;PASAJERO;64;M;5;;RUTA 3 km. 322
27/02/2013 17:20;ARTIGAS;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;89;M;4;MOTO;DIEGO LAMAS esq. 25 DE AGOSTO
01/03/2013 11:58;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;48;M;0;OMNIBUS;AVENIDA ITALIA esq. GENERAL NARIóO
01/03/2013 19:20;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;1;CAMION;CORUóA esq. AGACES
01/03/2013 21:00;COLONIA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;74;M;0;AUTO;RUTA 21 km. 202
02/03/2013 18:20;FLORES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;26;M;3;MOTO;INES DURAN esq. SARANDI
02/03/2013 23:10;CANELONES;NACIONAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;55;M;0;;RUTA 81 esq. CAMINO AL RINCON DE VIDAL
03/03/2013 10:00;SALTO;NACIONAL;DESPISTE;AUTO;PASAJERO;40;M;0;;RUTA 3 km. 507
03/03/2013 19:48;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;M;1;AUTO;AVELLANEDA esq. VEINTIUNO DE ABRIL
04/03/2013 10:15;TACUAREMBO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;65;M;0;AUTO;AV. OLIVER esq. HERREIRA Y REISSIG
05/03/2013 18:30;CANELONES;NACIONAL;CAIDA;MOTO;CONDUCTOR;35;M;0;;RUTA 7 km. 55,800
06/03/2013 12:55;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;8;F;2;CAMIONETA;DIECIOCHO DE JULIO esq. MADRID
06/03/2013 20:50;CERRO LARGO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;0;CAMIONETA;RUTA 8 km. 413
07/03/2013 18:05;RIVERA;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;19;M;0;;CHASQUE DE LOS SANTOS esq. DIONISIO ORIBE
08/03/2013 06:45;SAN JOSE;NACIONAL;DESPISTE;AUTO;CONDUCTOR;42;M;0;;RUTA 1 km. 73,800
08/03/2013 10:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;10;F;0;AUTO;RUTA 64 esq. BALTASAR BRUM
09/03/2013 04:55;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;34;M;0;MOTO;PRIMERA AL NORTE esq. CAMINO CIBILS
10/03/2013 01:50;RIO NEGRO;NACIONAL;CAIDA;MOTO;CONDUCTOR;47;M;1;;RUTA 25 km. 44
10/03/2013 06:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;52;M;0;AUTO;RUTA 64 km. 3,800
13/03/2013 17:00;ARTIGAS;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;31;F;0;CAMIONETA;CAMINO VECINAL A TRES CERROS a 8 Km de RUTA 4
15/03/2013 13:30;ROCHA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;69;F;0;CAMION;RUTA 10 km. 271,500
16/03/2013 13:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;9;F;0;CAMIONETA;RUTA 101 km. 19
17/03/2013 22:40;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;34;M;28;AUTO;AVENIDA OCHO DE OCTUBRE esq. MARCOS SASTRE
18/03/2013 02:45;LAVALLEJA;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;42;M;0;;RUTA 8 km. 127,500
18/03/2013 03:05;SAN JOSE;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;44;M;2;;ANSINA Y 25 DE MAYO
18/03/2013 05:56;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;38;M;0;OMNIBUS;AVENIDA GIANNATTASIO ENTRE RACINE Y AVENIDA DE LA PALYA
18/03/2013 06:55;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;19;M;0;AUTO;JACINTO MARIA ALVARIZA esq. CARLOS REYLES
19/03/2013 04:00;SAN JOSE;NACIONAL;CAIDA;MOTO;CONDUCTOR;42;M;1;;RUTA 1 km. 26
19/03/2013 18:15;PAYSANDU;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;28;M;24;MOTO;COLON esq. CIUDAD DE YOUNG
20/03/2013 11:35;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;32;M;7;OMNIBUS;AVENIDA GENERAL EUGENIO GARZON esq. CARVE
21/03/2013 05:00;TACUAREMBO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;28;M;0;;CARLOS GARDEL esq. BENITO NARDONE
21/03/2013 06:30;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;82;M;1;MOTO;AVENIDA JOSE BELLONI esq. CAMINO CAPITAN TULA
21/03/2013 19:50;SALTO;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;72;M;0;AUTO;RUTA 31 km. 49,500
22/03/2013 11:20;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;43;M;1;CAMION;BOULEVARD GENERAL ARTIGAS esq. URUGUAYANA
22/03/2013 17:00;ROCHA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;PASAJERO;2;M;0;CAMION;25 de MAYO  esq. BATLLE y ORDOóEZ
23/03/2013 12:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;55;F;2;MOTO;AVENIDA DOCTOR CARLOS MARIA RAMIREZ esq. RIO DE JANEIRO
23/03/2013 13:15;PAYSANDU;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;17;F;0;;RUTA 3 km. 464
23/03/2013 13:15;PAYSANDU;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;9;F;0;;RUTA 3 km. 464
23/03/2013 13:15;PAYSANDU;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;59;F;0;;RUTA 3 km. 464
25/03/2013 00:45;CANELONES;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;41;M;0;;RUTA INTERBALNEARIA km. 37,5
25/03/2013 23:15;MONTEVIDEO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;20;M;1;;CHILE esq. REPUBLICA ARGENTINA
27/03/2013 11:30;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;82;M;28;MOTO;RUTA 8 km. 21,200 esq. CAMINO TENIENTE GALEANO
27/03/2013 15:40;FLORIDA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;38;M;1;AUTO;RUTA 5 km. 94,500
27/03/2013 15:40;FLORIDA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;67;F;0;AUTO;RUTA 5 km. 94,500
29/03/2013 03:10;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;N;M;0;CAMIONETA;FRANCISCO ACUóA DE FIGUEROA esq. JOSE BATLLE Y ORDOóEZ
30/03/2013 16:45;PAYSANDU;NACIONAL;DESPISTE;AUTO;PASAJERO;79;M;0;;RUTA 3 km. 381
30/03/2013 18:30;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;49;M;0;CAMIONETA;AV. ITALIA esq. SANTANA
30/03/2013 19:30;RIO NEGRO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;55;M;0;CAMION;RUTA 25  km. 3,500
31/03/2013 06:00;MALDONADO;DEPARTAMENTAL;DESPISTE;CAMIONETA;CONDUCTOR;35;M;1;;CALLE 3 esq. CALLE 13
31/03/2013 16:30;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;10;F;2;OMNIBUS;RUTA 5 esq. Luis Batlle Berres
31/03/2013 19:30;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;18;M;1;OMNIBUS;AVENIDA PEREZ BUTLER esq. FRANCISCO MACHADO
31/03/2013 19:50;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;20;M;1;AUTO;AVENIDA DOCTOR CARLOS NERY esq. JAEN
01/04/2013 00:30;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;33;M;0;AUTO;AVENIDA 18 DE JULIO esq. JUAN PAULLIER 
01/04/2013 21:50;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;78;M;0;CAMION;RUTA 26 km. 78
02/04/2013 08:20;PAYSANDU;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;38;F;1;MOTO;SARANDI esq. GENERAL EUGENIO GARZON
03/04/2013 07:50;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;22;M;0;CAMIONETA;RUTA 1 esq. AVENIDA DOCTOR SANTIN CARLOS ROSSI
03/04/2013 14:45;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;31;M;0;AUTO;RUTA 5 esq. RUTA DE ACCESO
03/04/2013 16:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;31;M;1;CAMION;CAMAMBU esq. RUPERTO PEREZ
05/04/2013 06:48;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;32;M;6;AUTO;CONCILIACION esq. BENITO RIQUET
06/04/2013 17:20;SAN JOSE;NACIONAL;DESPISTE;AUTO;PASAJERO;19;M;0;;RUTA 3 km. 95
06/04/2013 17:20;SAN JOSE;NACIONAL;DESPISTE;AUTO;PASAJERO;23;M;1;;RUTA 3 km. 95
07/04/2013 00:45;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;MOTO;RUTA 7 km. 79,200
07/04/2013 06:00;CANELONES;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;31;M;0;;CESAR MAYO GUTIERREZ esq. ARAUCARIA
08/04/2013 13:00;PAYSANDU;DEPARTAMENTAL;DESPISTE;CAMIONETA;CONDUCTOR;28;M;0;;RUTA DE LOS CHARRUAS
09/04/2013 11:10;ARTIGAS;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;61;M;11;MOTO;GRAL. GARZON esq. BELLA UNION
09/04/2013 18:50;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;PEATON;PEATON;42;M;0;MOTO;AVENIDA GENERAL RONDEAU esq. CORONEL FRANCISCO TAJES
11/04/2013 06:30;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;19;M;0;MAQUINARIA;RUTA 67 km 31.300.
11/04/2013 21:00;LAVALLEJA;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;48;M;0;CAMIONETA;RUTA 8 km. 187
12/04/2013 06:30;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;58;F;1;OMNIBUS;AVENIDA OCHO DE OCTUBRE  esq. AGUSTIN ABREU
12/04/2013 19:20;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;61;M;1;MOTO;BOULEVARD JOSE BATLLE Y ORDOóEZ esq. JOSE ARECHAVALETA
12/04/2013 20:50;CANELONES;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;48;M;0;CAMIONETA;AVENIDA GIANNATASIO Km.23
13/04/2013 00:01;MONTEVIDEO;DEPARTAMENTAL;COLISION CON OBSTACULO;CAMIONETA;CONDUCTOR;42;M;0;;LIMA esq. REPUBLICA
13/04/2013 02:18;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;61;F;0;AUTO;AVENIDA ITALIA esq. BOULEVARD JOSE BATLLE Y ORDOóEZ
